,PB119_E1_ACAGTG_L004_R1,PB217_G1_CAACTA_L002_R1,PB220_G1_CTTGTA_L005_R1,PNIBD01_E,PNIBD46_A_S22_L006_R1_001,PNIBD51_E,PNIBD52_E_S58_L007_R1_001
hsa-mir-455-3p_-_1,17.97299639,0,0,0,0,0,0
hsa-mir-455-3p_-_2,0,0,6.513913101,0,0,0,0
hsa-mir-455-3p_+_1,0,0,17.76521755,0,0,0,0
hsa-mir-455-3p_+_2,0,0,0,0,0,0,0
hsa-mir-455-3p_+_6,0,0,0,0,0,0,0
hsa-mir-455-5p,320.5184357,328.8691719,293.1260895,422.8938115,292.2840975,312.8817268,303.0146552
hsa-mir-455-5p_-_1,70.39423588,0,11.84347837,0,0,0,42.732836
hsa-mir-455-5p_+_1,0,0,0,0,0,0,0
hsa-mir-455-5p_+_2,0,0,27.24000024,50.36712811,0,0,0
hsa-mir-455-5p_+_3,0,0,0,0,0,0,0
hsa-mir-455-5p_+_4,0,0,0,0,0,0,0
hsa-mir-455-5p_+_5,0,0,0,0,0,0,0
hsa-mir-455-5p_+_6,0,0,0,0,0,0,0
hsa-mir-4635,0,0,0,0,0,23.88410128,0
hsa-mir-4636,0,0,0,22.80775613,0,0,0
hsa-mir-4636_+_1,0,0,0,0,0,0,0
hsa-mir-4637,0,0,0,0,0,0,0
hsa-mir-4638-3p,0,0,0,0,0,0,0
hsa-mir-4639-5p,0,0,0,0,0,0,0
hsa-mir-4640-3p,0,0,0,0,0,0,0
hsa-mir-4642,0,0,0,0,0,0,0
hsa-mir-4645-3p,0,0,0,0,0,0,0
hsa-mir-4645-3p_-_1,0,0,0,0,0,0,0
hsa-mir-4645-3p_-_2,0,0,0,0,0,0,0
hsa-mir-4646-5p,0,0,0,0,0,0,0
hsa-mir-4647,0,0,0,0,0,0,0
hsa-mir-4647_-_1,0,0,0,0,0,0,0
hsa-mir-4647_+_1,0,0,0,0,0,0,0
hsa-mir-4651,0,0,0,0,0,0,0
hsa-mir-4653-5p_+_2,0,0,0,0,0,0,0
hsa-mir-4654,0,0,0,0,0,0,0
hsa-mir-4657,0,0,0,0,0,0,0
hsa-mir-4658,0,0,0,0,0,0,0
hsa-mir-4659a-3p,0,0,0,0,0,0,0
hsa-mir-4661-3p,0,0,0,0,0,0,0
hsa-mir-4661-5p,0,0,0,0,0,0,0
hsa-mir-4662a-5p,35.94599279,0,29.01652199,0,0,0,0
hsa-mir-4662a-5p_-_1,0,0,0,0,0,0,0
hsa-mir-4662b,0,0,0,0,0,0,0
hsa-mir-4664-3p,0,0,0,0,0,0,0
hsa-mir-4667-5p,0,0,0,0,0,0,0
hsa-mir-4667-5p_-_2,0,0,0,0,0,0,0
hsa-mir-4668-5p,0,0,0,0,0,0,0
hsa-mir-4668-5p_+_1,0,0,0,0,0,0,0
hsa-mir-4668-5p_+_6,0,0,0,0,0,0,0
hsa-mir-4670-3p,0,0,0,10.45355489,0,0,0
hsa-mir-4671-3p,0,0,0,0,0,0,0
hsa-mir-4673,0,0,0,0,0,21.49569116,0
hsa-mir-4676-3p,0,0,0,0,0,0,0
hsa-mir-4677-3p,79.38073408,52.32009553,42.0443482,133.9955672,122.0527,121.0127798,89.35047526
hsa-mir-4677-3p_+_2,0,0,0,0,0,0,0
hsa-mir-4677-5p,0,0,0,0,0,0,0
hsa-mir-4680-3p_+_2,0,0,0,0,0,0,0
hsa-mir-4684-3p,0,0,0,13.30452441,0,0,0
hsa-mir-4684-5p,0,0,0,0,0,0,0
hsa-mir-4685-3p,0,0,0,0,0,0,0
hsa-mir-4687-3p_-_2,0,0,0,0,0,0,0
hsa-mir-4688,0,0,0,0,0,0,0
hsa-mir-4688_+_2,0,0,0,0,0,0,0
hsa-mir-4690-3p,0,0,0,0,0,0,0
hsa-mir-4690-5p_+_6,0,0,0,0,0,0,0
hsa-mir-4696,0,0,0,0,0,0,0
hsa-mir-4697-3p,0,0,0,0,0,0,0
hsa-mir-4703-3p_+_1,0,0,0,0,0,0,0
hsa-mir-4705,0,0,0,0,0,0,0
hsa-mir-4707-3p,0,0,0,0,0,0,0
hsa-mir-4707-5p,0,0,0,0,0,0,0
hsa-mir-4708-3p,0,0,0,0,0,31.04933167,0
hsa-mir-4709-3p_-_8,0,0,0,0,0,0,0
hsa-mir-4709-3p_+_5,0,0,0,0,0,0,0
hsa-mir-4712-3p,0,0,0,0,0,0,0
hsa-mir-4712-3p_-_1,0,0,0,0,0,0,0
hsa-mir-4712-3p_-_3,0,0,0,0,0,0,0
hsa-mir-4713-5p,0,0,0,0,0,0,0
hsa-mir-4713-5p_-_1,0,0,0,0,0,0,0
hsa-mir-4713-5p_-_4,0,0,0,0,0,0,0
hsa-mir-4714-3p_+_1,0,0,0,0,0,0,0
hsa-mir-4714-5p_+_1,0,0,0,0,0,0,0
hsa-mir-4717-3p_+_1,0,0,0,0,0,0,0
hsa-mir-4723-3p,0,0,0,0,0,0,0
hsa-mir-4723-5p_+_2,0,0,0,0,0,0,0
hsa-mir-4724-5p,0,0,0,0,0,0,0
hsa-mir-4724-5p_-_1,0,0,0,0,0,0,0
hsa-mir-4726-5p,0,0,0,0,0,0,0
hsa-mir-4727-3p_+_1,0,0,0,0,0,0,0
hsa-mir-4728-3p,0,0,0,0,0,0,0
hsa-mir-4728-3p_+_1,0,0,0,0,0,0,0
hsa-mir-4729,0,0,0,0,0,0,0
hsa-mir-4731-3p_+_2,0,0,0,0,0,0,0
hsa-mir-4732-3p,0,0,0,0,0,28.66092154,0
hsa-mir-4736_-_3,0,0,0,0,0,0,0
hsa-mir-4738-3p,0,0,0,0,0,0,0
hsa-mir-4738-3p_+_4,0,0,0,0,0,0,0
hsa-mir-4740-5p_-_2,0,0,0,0,0,0,0
hsa-mir-4740-5p_-_4,0,0,0,0,0,0,0
hsa-mir-4741,0,0,0,14.25484758,0,0,0
hsa-mir-4742-3p,0,0,0,0,0,0,0
hsa-mir-4742-5p,0,0,0,0,0,0,0
hsa-mir-4742-5p_-_1,0,0,0,0,0,0,0
hsa-mir-4745-5p,0,0,0,0,0,0,0
hsa-mir-4746-5p,17.97299639,0,7.698260937,0,0,0,0
hsa-mir-4748,0,0,0,0,0,0,0
hsa-mir-4753-5p,0,0,0,0,0,0,0
hsa-mir-4753-5p_-_2,0,0,0,0,0,0,0
hsa-mir-4753-5p_+_1,0,0,0,0,0,0,0
hsa-mir-4755-3p,0,0,0,0,0,0,0
hsa-mir-4757-3p,0,0,0,0,0,0,0
hsa-mir-4757-3p_-_1,0,0,0,0,0,0,0
hsa-mir-4757-3p_-_2,0,0,0,0,0,0,0
hsa-mir-4757-5p,0,0,0,0,0,0,0
hsa-mir-4761-3p,0,0,0,0,0,0,0
hsa-mir-4762-5p,0,0,0,0,0,0,0
hsa-mir-4762-5p_-_2,0,0,0,0,0,0,0
hsa-mir-4766-3p,0,0,0,0,0,0,0
hsa-mir-4766-3p_+_1,0,0,0,0,0,0,0
hsa-mir-4767,0,0,0,14.25484758,0,0,42.732836
hsa-mir-4767_-_1,0,0,0,0,0,0,112.6592949
hsa-mir-4767_-_4,0,0,0,0,0,0,0
hsa-mir-4768-5p,0,0,0,0,0,0,0
hsa-mir-4770,19.47074609,0,20.13391322,27.55937199,38.54295791,0,182.5857538
hsa-mir-4770_-_1,0,0,0,0,0,0,0
hsa-mir-4772-3p,0,0,27.24000024,37.0626037,0,0,0
hsa-mir-4772-5p,0,0,7.106087019,0,0,0,0
hsa-mir-4772-5p_-_2,0,0,10.06695661,0,0,0,0
hsa-mir-4775,29.95499399,0,7.698260937,17.10581709,0,28.66092154,0
hsa-mir-4775_-_2,0,0,0,0,0,0,0
hsa-mir-4775_+_1,0,0,0,0,0,0,0
hsa-mir-4777-3p,0,0,0,0,0,0,0
hsa-mir-4780,0,0,0,0,0,0,0
hsa-mir-4780_-_4,0,0,0,0,0,0,0
hsa-mir-4781-3p,0,0,0,0,0,0,0
hsa-mir-4781-3p_-_1,0,0,0,0,0,0,0
hsa-mir-4781-3p_+_1,0,0,0,0,0,0,0
hsa-mir-4781-3p_+_2,0,0,0,0,0,0,0
hsa-mir-4785,0,0,0,0,0,0,0
hsa-mir-4786-5p,0,0,0,0,0,31.84546838,0
hsa-mir-4787-3p,0,0,0,0,0,0,0
hsa-mir-4791,0,0,0,0,0,0,0
hsa-mir-4791_-_1,0,0,0,0,0,0,0
hsa-mir-4792,0,0,0,0,0,0,0
hsa-mir-4792_-_5,0,0,0,0,0,0,0
hsa-mir-4792_+_1,0,0,0,0,0,0,0
hsa-mir-4792_+_4,0,0,0,0,0,0,0
hsa-mir-4796-3p,0,0,0,0,0,0,0
hsa-mir-4796-3p_+_1,0,0,0,0,0,0,0
hsa-mir-4796-5p,0,0,0,0,0,0,0
hsa-mir-4797-3p_+_1,0,0,0,0,0,0,0
hsa-mir-4797-3p_+_2,0,0,0,0,0,0,0
hsa-mir-4800-3p,0,0,0,0,0,0,0
hsa-mir-4800-3p_+_4,0,0,0,0,0,0,0
hsa-mir-4800-5p,0,0,0,0,0,0,0
hsa-mir-4802-3p,0,0,0,0,0,0,0
hsa-mir-4802-3p_+_3,0,0,0,0,0,0,0
hsa-mir-4802-5p,0,0,0,0,0,0,0
hsa-mir-483-3p,0,0,0,0,0,0,0
hsa-mir-483-3p_+_1,0,0,0,0,0,0,0
hsa-mir-483-5p,0,0,0,0,0,0,0
hsa-mir-483-5p_+_1,0,0,0,0,0,0,0
hsa-mir-484,1376.431974,1827.466194,861.0208771,1695.376539,928.2429029,1460.114725,668.1861628
hsa-mir-484_-_1,0,0,0,0,0,0,0
hsa-mir-484_+_1,0,0,0,0,0,0,0
hsa-mir-484_+_2,0,0,0,0,0,0,0
hsa-mir-484_+_4,0,0,0,0,0,0,0
hsa-mir-484_+_5,0,0,0,0,0,0,0
hsa-mir-485-3p,22.46624549,0,0,10.45355489,0,0,0
hsa-mir-485-3p_-_1,0,0,0,0,0,0,0
hsa-mir-485-3p_+_1,0,0,0,0,0,0,0
hsa-mir-485-3p_+_2,0,0,0,0,0,0,0
hsa-mir-485-3p_+_3,0,0,0,0,0,0,0
hsa-mir-485-5p,19.47074609,0,50.33478305,0,0,56.52570637,458.4067861
hsa-mir-486-3p,0,67.26869425,21.91043498,47.5161586,0,10.34977722,0
hsa-mir-486-5p,3552.662287,2851.445206,3891.766991,5866.34494,2180.889035,20097.67509,9475.035181
hsa-mir-486-5p_-_1,0,0,0,0,0,58.9141165,0
hsa-mir-486-5p_+_1,26.95949459,0,0,0,0,19.90341774,0
hsa-mir-486-5p_+_2,16.47524669,0,0,21.85743295,0,45.37979244,0
hsa-mir-486-5p_+_3,0,0,0,0,0,0,0
hsa-mir-486-5p_+_5,0,0,0,0,0,12.73818735,0
hsa-mir-487a,0,0,7.698260937,0,0,0,0
hsa-mir-487b,103.3447293,119.5887898,104.2226096,57.01939032,118.8407869,26.27251141,0
hsa-mir-487b_+_1,0,0,0,0,0,0,0
hsa-mir-487b_+_2,26.95949459,0,14.21217404,12.35420123,0,50.9527494,0
hsa-mir-487b_+_3,0,0,0,0,0,0,0
hsa-mir-488-3p,0,0,7.106087019,0,0,0,0
hsa-mir-488-5p,0,0,0,0,0,0,0
hsa-mir-489,20.96849579,0,18.94956538,40.86389639,0,0,0
hsa-mir-489_-_1,0,0,0,0,0,0,0
hsa-mir-489_+_1,0,0,0,0,0,22.29182786,0
hsa-mir-490-3p,0,0,0,0,0,0,0
hsa-mir-490-3p_-_3,0,0,0,0,0,0,0
hsa-mir-490-5p,0,0,0,0,0,0,0
hsa-mir-491-5p,0,0,0,0,0,0,0
hsa-mir-493-3p,128.8064742,0,43.82086995,79.82714644,35.33104475,34.23387851,85.46567199
hsa-mir-493-3p_-_1,0,0,0,0,0,0,0
hsa-mir-493-5p,128.8064742,0,96.52434868,40.86389639,35.33104475,60.50638992,97.12008181
hsa-mir-493-5p_+_1,0,0,0,0,0,0,0
hsa-mir-493-5p_+_2,0,0,0,0,0,0,0
hsa-mir-494,22.46624549,0,7.698260937,0,0,0,46.61763927
hsa-mir-495,28.45724429,0,0,0,0,0,0
hsa-mir-495_+_1,0,0,5.921739183,0,0,0,0
hsa-mir-496,0,0,0,0,0,0,0
hsa-mir-496_+_2,0,0,0,0,0,0,0
hsa-mir-497-3p,0,0,18.35739147,0,0,0,0
hsa-mir-497-3p_-_1,0,0,0,0,0,0,0
hsa-mir-497-3p_-_2,0,0,0,0,0,0,0
hsa-mir-497-5p,1425.857714,2750.542165,2898.099156,1445.441544,3044.893675,1245.157814,1891.899194
hsa-mir-497-5p_-_1,0,0,0,0,0,0,0
hsa-mir-497-5p_+_1,86.86948257,67.26869425,116.066088,56.06906714,32.11913159,64.48707347,132.0833113
hsa-mir-497-5p_+_2,0,0,0,0,0,0,0
hsa-mir-497-5p_+_3,112.3312275,0,82.31217464,0,96.35739477,53.34115953,0
hsa-mir-497-5p_+_4,0,0,0,0,0,0,0
hsa-mir-497-5p_+_5,0,0,0,0,0,0,0
hsa-mir-497-5p_+_6,0,0,0,0,0,0,0
hsa-mir-497-5p_+_7,0,0,0,0,0,0,0
hsa-mir-497-5p_+_8,0,0,0,0,0,0,0
hsa-mir-4999-5p,0,0,0,0,0,0,0
hsa-mir-4999-5p_-_2,0,0,0,0,0,0,0
hsa-mir-4999-5p_+_3,0,0,0,0,0,0,0
hsa-mir-499a-5p,19.47074609,0,43.22869603,0,0,0,0
hsa-mir-5000-3p,0,0,7.698260937,0,0,0,0
hsa-mir-5000-3p_-_1,0,0,0,0,0,0,0
hsa-mir-5001-3p,0,0,0,0,0,0,0
hsa-mir-5001-5p,0,0,0,0,0,0,0
hsa-mir-5001-5p_-_4,0,0,0,0,0,0,0
hsa-mir-5001-5p_-_6,0,0,0,0,0,0,0
hsa-mir-5001-5p_+_7,0,0,0,0,0,0,0
hsa-mir-5002-5p,0,0,6.513913101,0,0,0,0
hsa-mir-5003-3p,0,0,0,0,0,0,0
hsa-mir-5006-3p,0,0,0,0,0,0,0
hsa-mir-5009-5p,0,0,0,0,0,0,0
hsa-mir-5009-5p_-_1,0,0,0,0,0,0,0
hsa-mir-500a-3p,1371.938725,837.1215284,807.7252245,1504.361581,1734.433106,1196.593474,1530.612489
hsa-mir-500a-3p_-_1,158.7614682,179.3831847,121.9878272,145.3994453,289.0721843,210.1800913,334.0930814
hsa-mir-500a-3p_+_1,0,0,0,0,0,31.84546838,0
hsa-mir-500a-3p_+_2,0,0,0,0,0,0,0
hsa-mir-500a-3p_+_3,0,0,0,0,0,0,0
hsa-mir-500a-3p_+_4,0,0,0,0,0,0,0
hsa-mir-500a-3p_+_5,0,0,0,23.7580793,0,0,0
hsa-mir-500a-3p_+_6,0,0,0,0,0,0,0
hsa-mir-500a-5p,0,0,0,0,0,0,0
hsa-mir-500b_-_1,0,0,0,0,0,0,0
hsa-mir-501-3p,178.2322142,179.3831847,85.86521815,410.5396103,738.7400265,577.9952511,1076.090506
hsa-mir-501-3p_-_1,0,0,0,0,0,0,0
hsa-mir-501-3p_+_1,0,0,0,0,54.6025237,30.25319496,0
hsa-mir-501-3p_+_3,0,0,0,0,0,0,0
hsa-mir-501-3p_+_4,0,0,0,0,0,0,0
hsa-mir-501-3p_+_5,0,0,0,0,0,0,0
hsa-mir-501-3p_+_6,0,0,0,0,0,0,0
hsa-mir-501-3p_+_7,0,0,0,0,0,0,0
hsa-mir-501-5p,23.96399519,0,10.65913053,0,0,0,50.50244254
hsa-mir-5010-3p,0,0,10.65913053,37.0626037,0,0,0
hsa-mir-5010-3p_-_1,0,0,0,0,0,0,0
hsa-mir-5010-3p_+_1,0,0,0,0,0,0,0
hsa-mir-5010-5p,0,0,0,27.55937199,0,0,0
hsa-mir-5010-5p_+_1,0,0,0,0,0,0,0
hsa-mir-502-3p,122.8154754,149.4859872,104.2226096,36.11228053,244.1054001,55.72956966,163.1617374
hsa-mir-502-3p_+_1,0,0,0,0,0,14.33046077,0
hsa-mir-502-3p_+_5,0,0,0,0,0,0,0
hsa-mir-502-5p_-_1,0,0,0,0,0,0,0
hsa-mir-502-5p_-_2,0,0,0,0,0,0,0
hsa-mir-503,0,0,7.698260937,0,0,0,0
hsa-mir-504,0,0,0,19.95678661,0,0,0
hsa-mir-504_+_1,0,0,7.106087019,46.56583542,0,78.81753424,42.732836
hsa-mir-505-3p,44.93249099,71.00584393,74.02173978,14.25484758,51.39061054,21.49569116,89.35047526
hsa-mir-505-3p_+_1,0,56.05724521,27.24000024,12.35420123,57.81443686,18.31114432,135.9681145
hsa-mir-505-3p_+_2,20.96849579,0,20.72608714,15.20517075,0,0,0
hsa-mir-505-3p_+_7,0,0,0,0,0,0,0
hsa-mir-505-5p,0,0,8.290434856,11.40387806,0,0,0
hsa-mir-505-5p_+_6,0,0,0,0,0,0,0
hsa-mir-508-3p,0,0,0,0,0,0,0
hsa-mir-508-3p_-_2,0,0,0,0,0,0,0
hsa-mir-508-5p,0,0,0,0,0,0,0
hsa-mir-5088_-_1,0,0,0,0,0,0,0
hsa-mir-509-1-3p,0,0,0,50.36712811,0,0,0
hsa-mir-509-2-3p,0,0,0,50.36712811,0,0,0
hsa-mir-509-3-3p,0,0,0,50.36712811,0,0,0
hsa-mir-509-3-5p,0,0,0,0,0,17.51500761,0
hsa-mir-5091,0,0,9.474782692,18.05614027,0,0,0
hsa-mir-5091_-_1,0,0,0,0,0,0,0
hsa-mir-5091_-_2,0,0,0,0,0,0,0
hsa-mir-5091_-_4,0,0,0,0,0,0,0
hsa-mir-5091_-_5,0,0,0,0,0,0,0
hsa-mir-5091_+_2,0,0,0,0,0,0,0
hsa-mir-5091_+_3,0,0,0,0,0,0,0
hsa-mir-5092,0,0,0,0,0,0,0
hsa-mir-5094_+_1,0,0,0,0,0,0,0
hsa-mir-5100_+_4,0,0,0,0,0,0,0
hsa-mir-5100_+_5,0,0,0,0,0,0,0
hsa-mir-5100_+_6,0,0,0,0,0,0,0
hsa-mir-5100_+_7,0,0,0,0,0,0,0
hsa-mir-5100_+_8,0,0,0,0,54.6025237,0,0
hsa-mir-511-1,32.95049339,0,15.39652187,0,0,9.553640513,0
hsa-mir-511-1_-_1,20.96849579,0,8.882608774,19.00646344,0,55.72956966,0
hsa-mir-511-2,32.95049339,0,15.39652187,0,0,9.553640513,0
hsa-mir-511-2_-_1,20.96849579,0,8.882608774,19.00646344,0,55.72956966,0
hsa-mir-512-1-3p,0,0,0,0,0,0,0
hsa-mir-512-2-3p,0,0,0,0,0,0,0
hsa-mir-513c-5p,0,0,0,0,0,0,0
hsa-mir-515-1-5p,0,0,0,0,0,0,0
hsa-mir-515-2-5p,0,0,0,0,0,0,0
hsa-mir-516a-1-5p,0,0,0,0,0,0,0
hsa-mir-516a-2-5p,0,0,0,0,0,0,0
hsa-mir-516b-1-5p,0,0,0,0,0,0,0
hsa-mir-516b-2-5p,0,0,0,0,0,0,0
hsa-mir-517a-3p,0,0,0,0,0,0,0
hsa-mir-517b-3p,0,0,0,0,0,0,0
hsa-mir-5187-5p_-_1,0,0,0,0,0,0,0
hsa-mir-5188_+_1,0,0,0,0,0,0,0
hsa-mir-518b,0,0,0,0,0,0,0
hsa-mir-5191_-_4,0,0,0,0,0,0,0
hsa-mir-5193_+_1,0,0,0,0,0,0,0
hsa-mir-5196-3p,0,0,0,0,0,61.30252663,0
hsa-mir-519c-3p,0,0,0,0,0,0,0
hsa-mir-520a-5p,0,0,0,0,0,0,0
hsa-mir-520f_-_1,0,0,0,0,0,0,0
hsa-mir-526b-5p,0,0,0,0,0,0,0
hsa-mir-532-3p,110.8334778,142.0116879,88.23391382,44.66518908,99.56930792,0,112.6592949
hsa-mir-532-5p,2077.378833,2477.730238,1829.225233,2798.701741,2746.185751,2062.790214,1006.164048
hsa-mir-532-5p_-_1,0,0,7.698260937,0,0,0,0
hsa-mir-532-5p_+_1,65.90098678,115.8516401,58.03304399,14.25484758,99.56930792,53.34115953,147.6225243
hsa-mir-532-5p_+_2,0,0,0,0,0,0,0
hsa-mir-532-5p_+_3,0,0,0,0,0,0,0
hsa-mir-532-5p_+_4,0,0,0,0,0,0,0
hsa-mir-532-5p_+_5,0,0,0,0,0,0,0
hsa-mir-532-5p_+_6,0,0,0,0,0,0,0
hsa-mir-539-3p,38.94149219,0,32.5695655,37.0626037,48.17869738,0,0
hsa-mir-539-3p_-_1,0,0,0,0,0,0,0
hsa-mir-539-3p_+_2,17.97299639,0,0,0,0,0,0
hsa-mir-539-3p_+_3,17.97299639,0,0,0,0,0,0
hsa-mir-539-5p,0,0,0,0,0,0,0
hsa-mir-541-3p,0,0,0,0,0,0,0
hsa-mir-541-5p,0,0,0,0,0,0,0
hsa-mir-542-3p,62.90548738,0,18.94956538,21.85743295,99.56930792,67.6716203,97.12008181
hsa-mir-542-3p_-_1,19.47074609,0,11.84347837,0,0,0,0
hsa-mir-542-3p_+_2,0,0,0,0,0,0,0
hsa-mir-542-5p,0,0,0,0,0,0,0
hsa-mir-542-5p_-_1,0,0,0,0,0,0,0
hsa-mir-543,32.95049339,0,8.290434856,0,0,22.29182786,0
hsa-mir-543_+_1,0,0,0,0,0,0,0
hsa-mir-545-3p_-_1,0,0,0,0,0,0,0
hsa-mir-545-5p,0,0,0,0,0,0,0
hsa-mir-545-5p_-_1,0,0,0,0,0,0,0
hsa-mir-545-5p_-_2,0,0,0,0,0,0,0
hsa-mir-548a-3-5p,0,0,0,0,0,0,0
hsa-mir-548ab,0,0,0,0,0,0,0
hsa-mir-548ac,0,0,0,0,0,0,0
hsa-mir-548ac_+_1,0,0,0,0,0,0,0
hsa-mir-548ag-2,0,0,0,0,0,0,0
hsa-mir-548al,0,0,0,0,0,0,0
hsa-mir-548al_-_1,0,0,0,0,0,0,0
hsa-mir-548al_+_1,0,0,0,0,0,0,0
hsa-mir-548ar-3p,0,0,0,0,0,0,0
hsa-mir-548at-5p,0,0,0,20.90710978,0,0,0
hsa-mir-548at-5p_-_1,0,0,0,0,0,0,0
hsa-mir-548at-5p_+_1,0,0,0,0,0,0,0
hsa-mir-548av-5p,0,0,0,0,0,0,0
hsa-mir-548aw_-_4,0,0,0,0,0,0,0
hsa-mir-548aw_-_8,0,0,0,0,0,0,0
hsa-mir-548ax,0,0,0,0,0,0,0
hsa-mir-548b-3p,0,0,0,0,0,0,0
hsa-mir-548d-1-5p,0,0,0,0,0,0,0
hsa-mir-548e,20.96849579,115.8516401,42.0443482,66.52262203,83.50974213,70.06003043,221.4337865
hsa-mir-548e_-_1,0,0,0,0,0,19.90341774,0
hsa-mir-548e_+_1,0,0,0,0,0,0,0
hsa-mir-548e_+_2,0,0,0,0,0,0,0
hsa-mir-548e_+_3,0,0,0,0,0,0,0
hsa-mir-548f-1,0,0,0,0,0,0,0
hsa-mir-548f-1_-_1,0,0,0,0,0,0,0
hsa-mir-548f-2,0,0,0,0,0,0,0
hsa-mir-548h-1-5p,0,0,0,0,0,0,0
hsa-mir-548h-2-5p,0,0,0,0,0,0,0
hsa-mir-548h-3-5p,0,0,0,0,0,0,0
hsa-mir-548h-4-5p,0,0,0,0,0,0,0
hsa-mir-548h-5-3p_+_3,0,0,0,0,0,0,0
hsa-mir-548i-1,0,0,0,0,0,0,0
hsa-mir-548i-2,0,0,0,0,0,0,0
hsa-mir-548i-3,0,0,0,0,0,0,0
hsa-mir-548i-4,0,0,0,0,0,0,0
hsa-mir-548j,0,0,0,0,0,0,0
hsa-mir-548j_-_1,0,0,0,0,0,0,0
hsa-mir-548k,175.2367148,123.3259395,201.9313061,266.0904881,218.4100948,325.6199142,827.463097
hsa-mir-548k_-_1,0,0,0,0,0,0,0
hsa-mir-548k_+_1,0,0,0,0,0,0,0
hsa-mir-548l,0,0,0,0,0,0,0
hsa-mir-548n,0,0,0,0,0,0,0
hsa-mir-548n_+_1,0,0,6.513913101,0,0,0,46.61763927
hsa-mir-548o-2-3p,22.46624549,0,34.93826118,0,0,30.25319496,0
hsa-mir-548o-3p,22.46624549,0,34.93826118,0,0,30.25319496,0
hsa-mir-548s,0,0,0,0,0,0,0
hsa-mir-548s_-_2,0,0,0,0,0,0,0
hsa-mir-548w,0,0,0,0,0,0,0
hsa-mir-549,0,0,0,0,0,0,0
hsa-mir-549_-_1,0,0,0,0,0,0,0
hsa-mir-550a-1-3p,16.47524669,0,0,0,0,0,0
hsa-mir-550a-1-3p_+_1,0,0,0,0,0,0,0
hsa-mir-550a-1-5p,17.97299639,0,15.39652187,11.40387806,0,20.69955445,42.732836
hsa-mir-550a-1-5p_+_1,0,0,0,0,0,14.33046077,0
hsa-mir-550a-1-5p_+_2,0,0,0,0,0,0,0
hsa-mir-550a-2-3p,16.47524669,0,0,0,0,0,0
hsa-mir-550a-2-3p_+_1,0,0,0,0,0,0,0
hsa-mir-550a-2-5p,17.97299639,0,15.39652187,11.40387806,0,20.69955445,42.732836
hsa-mir-550a-2-5p_+_1,0,0,0,0,0,14.33046077,0
hsa-mir-550a-2-5p_+_2,0,0,0,0,0,0,0
hsa-mir-550a-3-3p,16.47524669,0,0,0,0,0,0
hsa-mir-550a-3-3p_+_1,0,0,0,0,0,0,0
hsa-mir-550a-3-5p,0,0,0,14.25484758,0,0,0
hsa-mir-550a-3-5p_+_1,0,0,0,17.10581709,0,0,0
hsa-mir-550a-3-5p_+_2,0,0,0,0,0,0,0
hsa-mir-551a,0,0,0,0,0,0,0
hsa-mir-551b-3p,0,0,0,0,0,0,0
hsa-mir-551b-5p,0,0,0,0,0,0,0
hsa-mir-552,43.43474129,78.48014329,25.46347849,159.6542929,0,0,50.50244254
hsa-mir-552_-_1,0,0,0,0,0,0,0
hsa-mir-556-3p,0,0,0,0,0,0,0
hsa-mir-556-5p,0,0,0,17.10581709,0,0,0
hsa-mir-5571-3p_+_3,0,0,0,0,0,0,0
hsa-mir-5571-3p_+_4,28.45724429,0,46.78173954,0,41.75487107,0,0
hsa-mir-5571-3p_+_6,0,0,0,0,0,0,0
hsa-mir-5571-5p_-_2,0,0,0,0,0,0,0
hsa-mir-5571-5p_-_3,0,0,0,13.30452441,0,0,0
hsa-mir-5579-3p,0,0,0,0,0,0,0
hsa-mir-5580-5p,0,0,0,0,0,0,0
hsa-mir-5581-3p,0,0,0,0,0,0,0
hsa-mir-5581-3p_-_1,0,0,0,0,0,0,0
hsa-mir-5582-5p,0,0,0,0,0,0,0
hsa-mir-5586-5p,0,0,0,0,0,0,0
hsa-mir-5586-5p_-_1,0,0,0,0,0,0,0
hsa-mir-5587-3p_-_1,0,0,0,0,0,0,0
hsa-mir-5588-3p,0,0,0,0,0,0,0
hsa-mir-5588-5p,0,0,0,0,0,0,0
hsa-mir-5588-5p_+_1,0,0,0,0,0,0,0
hsa-mir-5588-5p_+_2,0,0,0,0,0,0,0
hsa-mir-561-3p,0,0,0,0,0,0,0
hsa-mir-561-5p,82.37623347,108.3773407,72.24521803,147.3000916,138.1122658,62.89480005,120.4289014
hsa-mir-561-5p_-_1,0,0,0,0,0,0,0
hsa-mir-5680,0,0,0,0,0,0,0
hsa-mir-5680_+_4,0,0,0,0,0,0,0
hsa-mir-5683,0,0,0,0,0,46.17592915,0
hsa-mir-5690,0,0,0,0,0,0,0
hsa-mir-5691,0,0,0,0,0,24.68023799,0
hsa-mir-5695,0,0,0,0,0,0,0
hsa-mir-5695_-_1,0,0,0,0,0,0,0
hsa-mir-5696,0,0,0,0,0,0,0
hsa-mir-5696_+_1,0,0,0,0,0,0,0
hsa-mir-5697,0,0,0,0,0,0,0
hsa-mir-5697_+_2,0,0,0,0,0,0,0
hsa-mir-5699,0,0,0,0,0,0,0
hsa-mir-5699_+_1,0,0,0,0,0,0,0
hsa-mir-5699_+_2,0,0,0,0,0,0,0
hsa-mir-5699_+_3,0,0,0,0,0,0,0
hsa-mir-570-3p,0,0,0,0,0,0,0
